lemma_slp1	n_ambiguous_forms	sample
samAsAt	1	dcs:samAsAt~samAsa(NOUN,8)
samAsa	1	dcs:samAsam~samas(VERB,1)
samAsatas	1	dcs:samAsataH~samAsa(NOUN,11)
samAsena	1	dcs:samAsena~samAsa(NOUN,48)
samAsi	1	vidyut:samAsita~samAs(noun,2)
samAti	2	vidyut:samAta~samat(verb,3);vidyut:samAta~samat(noun,2)
samAvarti	1	vidyut:samAvartayat~samAvarti(verb,1)
samAyA	1	dcs:samAyAt~samAya(NOUN,1)
samBU	2	dcs:saMBava~samBava(NOUN,6);dcs:samBavanti~vikAra(NOUN,1)
samBf	1	dcs:saMBftA~samBfti(NOUN,6)
samBram	1	dcs:saMBrAntaH~saMBrAnta(NOUN,1)
samIkz	1	dcs:samIkzya~samIkzya(NOUN,2)
samIpa	1	dcs:samIpa~samIpa(ADJ,1)
samIpatas	1	dcs:samIpataH~samIpa(NOUN,13)
samIraRa	1	dcs:samIraRaH~samIraRa(ADJ,3)
samUha	1	dcs:samUha~samUh(VERB,2)
samUla	1	dcs:samUlaM~samUla(NOUN,1)
sama	16	dcs:samA~samA(NOUN,101);dcs:samAH~samA(NOUN,177);dcs:samAM~samA(NOUN,13);dcs:samAm~samA(NOUN,28);dcs:samAn~sama(ADJ,3)
samaBUmi	1	vidyut:samaBUmi~samaBUmi(ind,1)
samaBisaMDA	1	vidyut:samaBisanDAya~samaBisaMDA(ind,1)
samaNga	1	dcs:samaNgaH~samaNga(NOUN,1)
samaYj	1	vidyut:samaYje~samaYji(noun,30)
samaYjasa	1	vidyut:samaYjasa~samaYjasA(noun,3)
samad	1	vidyut:samAdin~samAdi(noun,2)
samaj	3	vidyut:saMvivyAna~saMvye(noun,2);vidyut:saMvivya~saMvye(verb,1);vidyut:samajyate~samaYj(verb,1)
samamati	2	vidyut:samamati~samam(verb,1);vidyut:samamati~samam(noun,2)
samanA	1	dcs:samanA~samanA(NOUN,4)
samanta	2	dcs:samantam~samanta(NOUN,1);dcs:samante~samanta(NOUN,2)
samantataH	1	dcs:samantataH~samanta(ADJ,1)
samanuvarti	1	vidyut:samanuvartinI~samanuvft(noun,4)
samanuvft	1	vidyut:samanuvartana~samanuvarti(noun,2)
samanvaya	1	dcs:samanvayAt~samanuyA(VERB,2)
samaryAda	1	vidyut:samaryAdam~samaryAdam(ind,1)
samarya	1	dcs:samarye~samarya(ADJ,1)
samas	2	vidyut:saMBUya~saMBU(ind,1);vidyut:samasyatAm~samas(noun,2)
samasta	1	dcs:samastAm~samas(VERB,1)
samat	2	vidyut:samAtya~samAti(noun,2);vidyut:samAtya~samAti(ind,1)
samayA	1	dcs:samayA~samaya(NOUN,5)
sambADa	1	dcs:saMbADe~asaMbADa(ADJ,1)
sambanDaka	1	dcs:saMbanDakaM~sambanDaka(NOUN,3)
sambanDin	1	dcs:sambanDi~sambanDi(NOUN,1)
sambanDitA	2	vidyut:sambanDitA~saMbanDi(verb,2);vidyut:sambanDitA~saMbanDi(noun,1)
samfD	1	dcs:samfdDaH~samfdDa(NOUN,1)
samfdDi	1	dcs:samfdDI~samfdDin(ADJ,1)
samiD	3	dcs:samiD~samiD(ADJ,2);dcs:samiDaM~saminD(VERB,1);dcs:samid~samiD(ADJ,2)
saminD	1	dcs:samiDe~samiD(NOUN,1)
samitiMjaya	1	dcs:samitiMjaya~samitiMjaya(ADJ,1)
sammIlya	1	vidyut:sammIlya~sammIlya(ind,1)
sammUQA	2	vidyut:sammUQAm~sammUQa(noun,1);vidyut:sammUQa~sammUQa(noun,2)
sammanas	1	vidyut:sammanas~saMman(noun,3)
sammatA	2	vidyut:sammatA~sammata(noun,2);vidyut:sammatA~saMman(noun,1)
sammata	8	vidyut:sammatAn~sammatA(noun,1);vidyut:sammatAn~saMman(noun,1);vidyut:sammata~sammatA(noun,3);vidyut:sammata~saMman(noun,2);vidyut:sammatam~saMman(noun,3)
sammita	3	vidyut:sammite~sammiti(noun,2);vidyut:sammite~saMmi(noun,16);vidyut:sammite~saMmA(noun,13)
samoha	1	vidyut:samoham~samoham(ind,1)
samokas	2	vidyut:samokas~samuc(noun,2);vidyut:samokas~samoci(noun,1)
sampad	2	dcs:sampannaH~sampanna(NOUN,1);dcs:sampannam~sampanna(ADJ,3)
sampradA	1	dcs:sampradAya~sampradAya(NOUN,15)
samudAhf	2	vidyut:samudAhara~samudAhf(verb,1);vidyut:samudAhfta~samudAhf(verb,1)
samudAyi	1	vidyut:samude~saMvad(noun,3)
samudDan	1	dcs:samudDatam~samudData(ADJ,2)
samudIr	1	vidyut:samudIryamARa~samudIri(noun,4)
samudga	1	dcs:samudga~samudga(ADJ,1)
samudi	3	vidyut:samudAyin~samudAi(noun,2);vidyut:samudAyin~samuday(noun,2);vidyut:samudAyin~samudAyi(noun,2)
samudrAnta	2	vidyut:samudrAnta~samudrAntA(noun,3);vidyut:samudrAnte~samudrAntA(noun,14)
samudra	1	dcs:samudrAH~sarva(PRON,1)
samudraraSanA	1	vidyut:samudraraSanA~samudraraSana(noun,1)
samudravasanA	1	vidyut:samudravasanA~samudravasana(noun,1)
samujjihIrza	1	vidyut:samujjihIrzu~samujjihIrzi(noun,3)
samukz	1	vidyut:samukzita~samukzi(noun,2)
samunnam	1	dcs:samunnata~samunnata(ADJ,1)
samupaAgam	3	vidyut:samupAgacCat~samupaAgam(verb,1);vidyut:samupAgama~samupaAgAmi(noun,8);vidyut:samupAgata~samupaAgam(verb,1)
samupaAhf	1	vidyut:samupAhfta~samupaAhf(verb,1)
samupaAraB	1	vidyut:samupArabDa~samupaAraB(verb,1)
samupaAs	1	vidyut:samupAsyata~samupaAsi(verb,1)
samupaIkz	1	vidyut:samupekzita~samupaIkzi(noun,2)
samutTA	1	dcs:samutTAya~samutTa(ADJ,1)
samyaYc	1	dcs:samIcI~samIcI(NOUN,3)
samyak	3	dcs:samyaN~samyaYc(ADJ,2);dcs:samyag~samyaYc(ADJ,3);dcs:samyak~samyaYc(ADJ,20)
san	4	dcs:sanA~sana(ADJ,6);dcs:sanam~sana(ADJ,1);dcs:sanat~sanat(ADV,2);dcs:sanitA~sanitf(ADJ,6)
sanABi	1	dcs:sanABayaH~sanABi(NOUN,1)
sanAtana	5	dcs:sanAtanAH~sanAtana(NOUN,1);dcs:sanAtanI~sanAtanI(NOUN,1);dcs:sanAtana~sanAtana(NOUN,7);dcs:sanAtanaH~sanAtana(NOUN,46);dcs:sanAtanam~sanAtana(NOUN,17)
sana	1	dcs:sana~sana(NOUN,3)
sanaka	2	dcs:sanakAt~sanaka(NOUN,1);dcs:sanaka~sanaka(ADJ,1)
sanandI	1	vidyut:sanandi~sananda(noun,1)
sanava	1	vidyut:sanavAni~san(verb,1)
sanemi	1	dcs:sanemi~sanemi(ADJ,1)
sani	3	dcs:sani~san(NOUN,8);dcs:saniM~sani(ADJ,2);dcs:sanim~sani(ADJ,15)
sapatna	1	dcs:sapatnAH~asapatna(ADJ,1)
sapiRqa	1	dcs:sapiRqa~sapiRqa(ADJ,1)
sapraTas	1	vidyut:sapraTas~sapraTa(noun,2)
saptaSIrzan	1	vidyut:saptaSIrza~saptaSIrza(noun,2)
saptaSivA	1	vidyut:saptaSiva~saptaSiva(noun,2)
saptadaSan	1	dcs:saptadaSa~saptadaSa(ADJ,35)
saptadvIpA	1	vidyut:saptadvIpa~saptadvIpa(noun,2)
saptaha	1	vidyut:saptahA~saptahan(noun,1)
saptamI	1	dcs:saptamI~saptama(ADJ,39)
saptan	2	dcs:sapta~sapta(NOUN,3);dcs:saptasu~pA(VERB,1)
saptanAmA	1	vidyut:saptanAmA~saptanAman(noun,2)
sarIsfpa	1	dcs:sarIsfpam~sarIsfpa(ADJ,2)
sara	2	dcs:sarA~sarA(NOUN,4);dcs:sara~sara(NOUN,10)
saraRyu	1	dcs:saraRyuBiH~saraRyu(NOUN,1)
saraTa	2	vidyut:saraTa~sf(verb,1);vidyut:saraTam~saraTam(ind,1)
saraha	1	vidyut:sarahasya~sarahasya(noun,2)
saralA	1	dcs:saralA~sarala(ADJ,6)
sarala	3	dcs:saralAH~sarala(NOUN,1);dcs:sarala~sarala(ADJ,10);dcs:sarale~sarala(NOUN,2)
saras	5	dcs:saraH~sara(ADJ,42);dcs:saras~sara(ADJ,1);dcs:sarasAm~sarasa(ADJ,1);dcs:sarasaH~sarasa(ADJ,4);dcs:saro~sara(ADJ,17)
sarasa	2	dcs:sarasa~saras(NOUN,5);dcs:sarasam~sarasa(NOUN,1)
sarasvant	1	dcs:sarasvAn~sarasvat(ADJ,3)
sarasvatI	2	dcs:sarasvatI~sarasvat(ADJ,3);dcs:sarasvatIm~sarasvat(ADJ,1)
sarat	1	vidyut:sarad~sf(noun,3)
sarayu	1	vidyut:sarayu~sarayU(noun,5)
sarb	3	vidyut:sarp~sarbi(noun,7);vidyut:sarp~sarpi(noun,7);vidyut:sarp~sarBi(noun,7)
sarpAsyA	1	vidyut:sarpAsya~sarpAsya(noun,2)
sarpa	1	dcs:sarpa~sfp(VERB,5)
sarpi	3	dcs:sarpi~sarpin(ADJ,1);vidyut:sarpI~sarpI(noun,9);vidyut:sarpI~sfp(noun,1)
sarv	1	vidyut:sarvaka~sarvi(noun,4)
sarvArTa	1	vidyut:sarvArTam~sarvArTam(ind,1)
sarvAstrA	1	vidyut:sarvAstra~sarvAstra(noun,2)
sarvAtman	1	dcs:sarvAtmA~sarvAtman(ADJ,2)
sarvAyus	1	vidyut:sarvAyus~sarvAyu(noun,2)
sarva	12	dcs:sarvAByo~eva(PART,1);dcs:sarvAn~sarva(NOUN,1);dcs:sarva~sarva(NOUN,8);dcs:sarvaH~sarva(NOUN,11);dcs:sarvaM~sarva(NOUN,6)
sarvaBakzA	2	vidyut:sarvaBakzA~sarvaBakza(noun,1);vidyut:sarvaBakza~sarvaBakza(noun,2)
sarvaDA	1	vidyut:sarvaDA~sarvaDAman(noun,1)
sarvaga	1	dcs:sarvaga~sarvaga(NOUN,5)
sarvahfd	1	vidyut:sarvahfdA~sarvahfdA(ind,1)
sarvahuta	1	vidyut:sarvahutam~sarvahut(noun,2)
sarvajYa	3	dcs:sarvajYa~sarvajYa(NOUN,9);dcs:sarvajYaH~sarvajYa(NOUN,8);dcs:sarvajYaM~sarvajYa(NOUN,1)
sarvaprayatna	1	vidyut:sarvaprayatnena~sarvaprayatnena(ind,1)
sarvaratnA	1	vidyut:sarvaratna~sarvaratna(noun,2)
sarvaratna	1	vidyut:sarvaratnAnAm~sarvaratnA(noun,2)
sarvasaMsTA	1	vidyut:sarvasaMsTa~sarvasaMsTa(noun,2)
sarvasaha	1	vidyut:sarvasaha~sarvasahA(noun,3)
sarvatas	2	dcs:sarvata~sarvata(ADJ,2);dcs:sarvato~sarva(NOUN,2)
sarvatoBadra	2	dcs:sarvatoBadra~sarvatoBadra(ADJ,2);dcs:sarvatoBadre~sarvatoBadra(NOUN,1)
sarvatomuKa	2	dcs:sarvatomuKa~sarvatomuKa(ADJ,1);dcs:sarvatomuKam~sarvatomuKa(NOUN,4)
sarvatraga	1	dcs:sarvatragaH~sarvatraga(NOUN,1)
sarvavedas	1	vidyut:sarvavedas~sarvaveda(noun,2)
sarvavedasa	1	dcs:sarvavedasa~sarvavedasa(NOUN,2)
sarvavidyA	3	vidyut:sarvavidyA~sarvavidya(noun,1);vidyut:sarvavidyAsu~sarvavidya(noun,1);vidyut:sarvavidya~sarvavidya(noun,2)
sas	1	vidyut:sasti~sas(verb,1)
sasattvA	1	vidyut:sasattva~sasattva(noun,2)
saspfha	1	vidyut:saspfham~saspfham(ind,1)
sasvana	1	vidyut:sasvane~svan(verb,4)
sasvara	1	vidyut:sasvaram~sasvaram(ind,1)
sasvedA	1	vidyut:sasveda~sasveda(noun,2)
sat	6	dcs:sadBiH~as(VERB,23);dcs:sat~as(VERB,549);dcs:satAM~as(VERB,95);dcs:satAm~as(VERB,43);dcs:satsu~as(VERB,34)
satI	1	dcs:satIm~as(VERB,14)
satatam	2	dcs:satataM~satata(ADJ,18);dcs:satatam~satata(ADJ,3)
satkArya	1	dcs:satkArya~satkf(VERB,1)
satkf	2	dcs:satkftaH~satkfta(NOUN,1);dcs:satkftaM~satkfta(NOUN,1)
satrA	1	dcs:satrA~sattra(NOUN,1)
satrAjit	1	dcs:satrAjito~satrAjit(ADJ,1)
sattA	1	dcs:sattA~sattf(ADJ,2)
satvan	2	dcs:satvA~satvan(ADJ,1);dcs:satvaBiH~satvan(ADJ,1)
satya	14	dcs:satyA~satyA(NOUN,17);dcs:satyAH~satya(NOUN,10);dcs:satyAn~satya(NOUN,2);dcs:satyAnAm~satya(ADJ,1);dcs:satya~satya(NOUN,769)
satyaDarma	2	vidyut:satyaDarma~satyaDarman(noun,3);vidyut:satyaDarme~satyaDarman(noun,4)
satyanAman	1	dcs:satyanAmA~satyanAmA(NOUN,1)
satyaraTA	1	vidyut:satyaraTa~satyaraTa(noun,2)
satyasaMDa	2	vidyut:satyasanDa~satyasaMDA(noun,3);vidyut:satyasanDe~satyasaMDA(noun,14)
satyavant	2	dcs:satyavAn~satyavat(ADJ,9);dcs:satyavataH~satyavat(ADJ,1)
satyavatI	2	dcs:satyavatI~satyavat(ADJ,2);dcs:satyavatIm~satyavat(ADJ,1)
savAsas	1	vidyut:savAsas~savAsa(noun,1)
sava	2	dcs:savAn~savat(ADJ,1);dcs:sava~sU(VERB,1)
savarRa	2	dcs:savarRA~savarRA(NOUN,6);dcs:savarRa~savarRa(NOUN,1)
saviSeza	1	vidyut:saviSezam~saviSezam(ind,1)
savitarka	1	vidyut:savitarkam~savitarkam(ind,1)
savya	1	dcs:savyaM~savya(NOUN,2)
savyasAcin	1	dcs:savyasAcI~savyasAcin(ADJ,1)
savyatas	1	dcs:savyataH~savya(ADJ,2)
sayuj	1	dcs:sayujA~sayuj(NOUN,1)
seDA	1	dcs:seDA~siD(VERB,2)
sena	1	vidyut:senayos~senA(noun,4)
sev	5	dcs:seva~seva(NOUN,1);dcs:seve~sevA(NOUN,1);dcs:sevitA~sevitf(ADJ,3);dcs:sevyA~sevyA(NOUN,1);dcs:sevya~sevya(NOUN,8)
sevaka	1	dcs:sevaka~sevaka(ADJ,1)
sevi	6	vidyut:sevanIya~siv(noun,2);vidyut:sevanIya~sev(noun,2);vidyut:sevin~siv(noun,2);vidyut:sevin~sev(noun,2);vidyut:sevinI~siv(noun,4)
sf	5	dcs:asaram~asara(ADJ,1);dcs:sarat~sarat(NOUN,1);dcs:sfta~sfta(NOUN,1);vidyut:DAvad~DAv(noun,3);vidyut:sasruzI~srE(noun,4)
sfRya	1	dcs:sfRyA~sfRi(NOUN,1)
sfj	6	dcs:asfjaH~asfj(NOUN,1);dcs:sfjA~asfj(NOUN,4);dcs:sfja~sfja(NOUN,2);dcs:sfjad~sfj(VERB,8);dcs:sfjat~sfj(VERB,21)
sfp	2	vidyut:sfp~sfB(noun,7);vidyut:sfp~sfmB(noun,3)
siD	9	dcs:seDa~seDa(NOUN,1);dcs:sidDA~sidDa(NOUN,86);dcs:sidDaH~sidDa(NOUN,80);dcs:sidDaM~sidDa(NOUN,11);dcs:sidDam~sidDa(ADJ,7)
sic	2	dcs:sicaH~sic(VERB,1);dcs:siktA~siktA(NOUN,3)
sidDArTa	4	dcs:sidDArTA~sidDArTA(NOUN,1);dcs:sidDArTAH~sidDArTa(NOUN,2);dcs:sidDArTa~sidDArTa(ADJ,9);dcs:sidDArTena~sidDArTa(ADJ,1)
sidDa	4	dcs:sidDAH~siD(VERB,49);dcs:sidDAnAM~siD(VERB,5);dcs:sidDAnAm~siD(VERB,7);dcs:sidDa~siD(VERB,208)
simA	1	dcs:simA~sima(PRON,1)
sima	1	vidyut:sima~simA(noun,3)
sinDuja	2	vidyut:sinDujAn~sinDujA(noun,1);vidyut:sinDuja~sinDujA(noun,3)
sinv	3	vidyut:sinvanti~si(noun,3);vidyut:sinvanti~si(verb,1);vidyut:sinvanti~sinv(verb,1)
sirA	2	dcs:SirA~Siras(NOUN,3);vidyut:sira~sira(noun,2)
sitA	1	dcs:sitA~sita(ADJ,29)
sita	5	dcs:sitAH~sA(VERB,3);dcs:sitAn~sitA(NOUN,3);dcs:sita~sita(NOUN,29);dcs:sitaH~asita(NOUN,10);dcs:sitam~sitA(NOUN,12)
siv	1	vidyut:sevitavya~sev(noun,2)
sizAsa	1	vidyut:sizAsata~sisaniza(verb,2)
sizAsi	3	vidyut:asizAsan~sizAsa(verb,2);vidyut:asizAsan~sisanizi(verb,2);vidyut:asizAsan~sisaniza(verb,2)
skanda	1	dcs:skanda~skand(VERB,2)
skandatA	1	vidyut:skandatA~skand(noun,2)
smArta	1	dcs:smArta~smArta(NOUN,2)
sma	1	dcs:sma~as(VERB,48)
smara	2	dcs:smara~smf(VERB,43);dcs:smaraH~smara(ADJ,5)
smaratA	1	dcs:smaratAm~smf(VERB,1)
smat	1	dcs:smad~mad(PRON,1)
smera	1	dcs:smera~smera(NOUN,4)
smf	2	dcs:smare~smara(NOUN,3);dcs:smftam~smfta(NOUN,1)
smita	4	dcs:smitA~smi(VERB,1);dcs:smita~smi(VERB,24);dcs:smitam~smi(VERB,3);dcs:smitena~smi(VERB,1)
snA	6	dcs:snAta~snAta(NOUN,2);dcs:snAtaH~snAta(NOUN,1);dcs:snAtasya~snAta(NOUN,4);vidyut:sasnuzA~snE(noun,2);vidyut:snA~snE(noun,12)
snE	1	vidyut:snAyamAna~snA(noun,2)
snas	1	vidyut:snAsyam~snAsi(noun,3)
sneha	1	dcs:snehaH~sTUla(ADJ,1)
snigDa	8	dcs:snigDA~snigDA(NOUN,1);dcs:snigDAm~snih(VERB,1);dcs:snigDa~snih(VERB,42);dcs:snigDaH~snih(VERB,5);dcs:snigDaM~snih(VERB,25)
so	1	vidyut:syat~syand(noun,3)
sodarya	1	dcs:sodaryAH~sodarI(NOUN,1)
somI	2	vidyut:somi~soma(noun,3);vidyut:somi~somin(noun,3)
soma	1	dcs:somaM~soma(ADJ,1)
somaja	1	vidyut:somajA~somajA(noun,2)
somapA	1	vidyut:somapAm~somapa(noun,2)
somapIti	1	vidyut:somapIti~somapItin(noun,3)
somavat	1	vidyut:somavat~somavat(ind,1)
sotf	1	dcs:sotA~su(VERB,1)
sotkaRWa	1	vidyut:sotkaRWam~sotkaRWam(ind,1)
sotseDa	1	vidyut:sotseDam~sotseDam(ind,1)
spaS	1	vidyut:spaSam~spaSa(noun,3)
spandana	1	dcs:spandanA~spandanA(NOUN,1)
sparD	2	vidyut:sparDin~sparDi(noun,2);vidyut:sparDinA~sparDi(noun,5)
sparDya	1	dcs:sparDya~spfD(VERB,5)
spazwa	1	dcs:spazwam~paS(VERB,5)
spf	1	dcs:spfDi~spfD(NOUN,1)
spfD	2	dcs:spfDaH~spfD(ADJ,1);dcs:spfDo~spfD(ADJ,3)
spfS	5	dcs:spfS~spfS(NOUN,1);dcs:spfSa~spfSa(ADJ,1);dcs:spfSat~spfS(VERB,1);dcs:spfzwa~spfzwa(ADJ,1);dcs:sprazwavya~sprazwavya(NOUN,1)
sraMsana	1	dcs:sraMsanaM~sraMsana(ADJ,3)
srajA	1	dcs:srajAm~sraj(NOUN,1)
srava	1	dcs:sravAH~srava(ADJ,4)
sravantI	2	dcs:sravantI~sru(VERB,2);dcs:sravantIm~sru(VERB,2)
sravat	2	dcs:sravataH~sru(VERB,4);dcs:sravato~sru(VERB,3)
srazwf	1	dcs:srazwA~sfj(VERB,2)
srotasya	1	vidyut:srotasya~srota(noun,2)
sru	3	dcs:srava~srava(NOUN,3);dcs:sravati~sravati(NOUN,2);dcs:srutA~srut(ADJ,2)
stAri	1	vidyut:stAra~stf(noun,2)
stamB	1	dcs:stabDaH~stabDa(ADJ,5)
stamBana	1	dcs:stamBana~stamBana(ADJ,1)
stamBi	1	vidyut:stamBitAsu~stamB(noun,1)
stan	1	vidyut:stanatAm~stan(verb,1)
stana	3	dcs:stanAH~stana(ADJ,3);dcs:stanAnAm~stana(NOUN,1);dcs:stana~stan(VERB,1)
stanaTa	1	vidyut:stanaTa~stan(verb,1)
stanapa	1	vidyut:stanapa~stanapA(noun,1)
stani	3	vidyut:stan~stamBi(noun,14);vidyut:stan~stamB(noun,11);vidyut:stan~stAmi(noun,7)
stanya	1	dcs:stanya~stanya(ADJ,1)
starya	1	dcs:staryaH~starI(NOUN,2)
stavat	1	dcs:stavAn~stava(NOUN,1)
stf	2	dcs:astfta~astfta(ADJ,1);dcs:star~stf(VERB,1)
stimita	1	dcs:stimita~stimita(NOUN,1)
stoBa	1	dcs:stoBa~stuB(VERB,1)
stoka	3	dcs:stoka~stoka(ADJ,6);dcs:stokaM~stoka(ADJ,4);dcs:stokam~stoka(ADJ,2)
stoma	1	dcs:stomA~stoma(ADJ,1)
stotf	5	dcs:stotA~stotf(NOUN,2);dcs:stotAram~stotf(NOUN,1);dcs:stotFRAm~stotf(NOUN,1);dcs:stotfByaH~stotf(NOUN,1);dcs:stotfByo~stotf(NOUN,1)
stotra	1	dcs:stotre~stotf(ADJ,10)
stotriya	1	dcs:stotriyA~stotriya(NOUN,2)
strI	1	dcs:strIRAM~samAkarzay(VERB,1)
stu	6	dcs:stavA~stava(NOUN,2);dcs:stave~stava(NOUN,1);dcs:stuta~stuta(NOUN,21);dcs:stutaH~stut(NOUN,5);dcs:stutaS~stut(NOUN,1)
stukA	1	vidyut:stuka~stuka(noun,2)
stuti	1	dcs:stutyA~stutyA(NOUN,3)
styE	2	dcs:styAna~styAna(NOUN,6);dcs:styAnam~styAna(NOUN,2)
su	12	dcs:sU~sU(NOUN,2);dcs:su~su(NOUN,15);dcs:sunoti~sunoti(NOUN,1);dcs:sunvantaM~sunvant(NOUN,1);dcs:sunvataH~sunvant(NOUN,1)
suBAgA	1	vidyut:suBAga~suBAga(noun,2)
suBAzita	1	dcs:suBAzitam~suBAzita(ADJ,2)
suBIma	1	vidyut:suBIma~suBImA(noun,3)
suBUzaRa	1	vidyut:suBUzaRa~suBUzaRA(noun,3)
suBaga	8	dcs:suBagA~suBagA(NOUN,21);dcs:suBagAM~suBagA(NOUN,3);dcs:suBagAya~suBaga(NOUN,1);dcs:suBaga~suBaga(NOUN,1);dcs:suBagaH~suBaga(NOUN,2)
suBrU	1	dcs:suBru~suBru(ADJ,5)
suBujA	1	vidyut:suBuja~suBuja(noun,2)
suDA	1	vidyut:suDAsyati~suDA(verb,1)
suDI	3	dcs:suDIH~suDI(NOUN,4);dcs:suDyaH~suDI(NOUN,1);vidyut:suDi~suDA(noun,3)
suDanvan	1	dcs:suDanvAnam~suDanvan(NOUN,1)
suDarman	1	dcs:suDarmA~suDarmA(NOUN,8)
suDft	1	vidyut:suDfti~suDfti(noun,3)
suDur	1	vidyut:suDurA~suDura(noun,2)
suKArTa	1	vidyut:suKArTam~suKArTam(ind,1)
suKa	11	dcs:suKA~suKa(NOUN,3);dcs:suKAni~suKa(ADJ,11);dcs:suKAt~suKa(ADJ,3);dcs:suKa~suKa(ADJ,477);dcs:suKaH~suKa(NOUN,16)
suKada	1	vidyut:suKade~suKadA(noun,14)
suKita	4	dcs:suKitA~suKay(VERB,7);dcs:suKitAH~suKay(VERB,1);dcs:suKita~suKay(VERB,1);dcs:suKitaH~suKay(VERB,3)
suKozitA	1	vidyut:suKozita~suKozita(noun,2)
suPala	1	vidyut:suPala~suPalA(noun,3)
suSIlA	1	dcs:suSIlA~suSIla(ADJ,2)
suSIta	1	dcs:suSIta~suSIta(NOUN,1)
suSravas	2	dcs:suSravasam~suSravas(ADJ,1);vidyut:suSravas~suSrava(noun,1)
suSroRI	1	dcs:suSroRi~suSroRi(ADJ,1)
suSrut	2	vidyut:suSrutA~suSruta(noun,2);vidyut:suSruti~suSruti(noun,3)
subahu	1	vidyut:subahu~subahu(ind,1)
sucarita	1	vidyut:sucarita~sucaritA(noun,3)
sucitrA	1	vidyut:sucitrAm~sucitra(noun,2)
sucitra	1	vidyut:sucitra~sucitrA(noun,3)
sudA	2	vidyut:sudA~sudAman(noun,2);vidyut:sudAsu~sudAman(noun,2)
sudAru	1	vidyut:sudAruRA~sudAruRa(noun,1)
sudAruRa	1	vidyut:sudAruRe~sudAru(noun,2)
sudAs	1	dcs:sudAse~sudAs(ADJ,2)
sudAsa	1	dcs:sudAsaH~sudAs(NOUN,3)
sudIrGA	1	vidyut:sudIrGa~sudIrGa(noun,2)
sudaMzwra	1	vidyut:sudaMzwra~sudaMzwrA(noun,3)
sudakziRA	2	vidyut:sudakziRA~sudakziRa(noun,2);vidyut:sudakziRAyAm~sudakziRa(noun,2)
sudarSa	1	dcs:sudarSaH~sudarSa(NOUN,1)
sudarSana	1	dcs:sudarSanam~sudarSana(ADJ,3)
sudat	2	dcs:sudatI~sudatI(NOUN,2);dcs:sudatIM~sudatI(NOUN,1)
sudfQa	1	vidyut:sudfQam~sudfQam(ind,1)
sudfS	1	dcs:sudfSaH~sudfSa(NOUN,1)
sudiv	1	vidyut:sudivas~sudiva(noun,1)
suduHKa	1	vidyut:suduHKam~suduHKam(ind,1)
sudurjaya	2	vidyut:sudurjayAn~sudurjayA(noun,1);vidyut:sudurjaya~sudurjayA(noun,3)
suga	5	dcs:sugA~suga(ADJ,4);dcs:sugAni~suga(NOUN,1);dcs:sugaM~suga(ADJ,2);dcs:sugam~suga(ADJ,3);dcs:sugena~suga(NOUN,1)
sugaR	2	vidyut:sugaRA~sugaRA(noun,3);vidyut:sugaRA~sugaRa(noun,2)
suganDA	1	dcs:suganDA~suganDa(ADJ,9)
suganDa	3	dcs:suganDAH~suganDa(NOUN,2);dcs:suganDa~suganDa(NOUN,15);dcs:suganDaH~suganDa(NOUN,4)
suganDi	2	dcs:suganDi~suganDi(NOUN,12);dcs:suganDinA~suganDi(NOUN,1)
sugati	1	vidyut:sugatim~sugam(noun,2)
sugrIva	1	dcs:sugrIvaM~sugrIva(ADJ,1)
suguptA	1	vidyut:sugupta~sugupta(noun,2)
sugupta	1	vidyut:suguptam~suguptam(ind,1)
suhfd	1	dcs:suhfdaM~suhfd(ADJ,1)
suhitA	3	vidyut:suhita~suhita(noun,2);vidyut:suhita~suh(noun,2);vidyut:suhita~suDA(noun,2)
sujAtA	1	dcs:sujAtA~sujAta(ADJ,1)
sujAta	3	dcs:sujAta~sujAta(NOUN,1);dcs:sujAtaH~sujAta(ADJ,1);vidyut:sujAtAs~sujAtA(noun,5)
sukalpi	1	vidyut:sukalpam~sukfp(noun,9)
sukara	1	dcs:sukaram~sukara(NOUN,1)
sukeSa	3	dcs:sukeSI~sukeSI(NOUN,1);dcs:sukeSa~sukeSa(ADJ,2);vidyut:sukeSA~sukeSan(noun,1)
sukft	2	dcs:sukftAm~sukftA(NOUN,2);vidyut:sukftas~sukfta(noun,3)
sukftA	1	dcs:sukftA~sukft(ADJ,2)
sukfta	3	dcs:sukftaM~sukft(ADJ,1);dcs:sukftam~sukft(ADJ,1);dcs:sukfte~sukft(ADJ,3)
sukfti	2	vidyut:sukftyA~sukftyA(noun,3);vidyut:sukftyA~sukftya(noun,3)
sukftya	2	vidyut:sukftya~sukftyA(noun,3);vidyut:sukftyayA~sukftyA(noun,2)
sukratu	1	dcs:sukratur~sukratu(NOUN,2)
sukumAra	4	dcs:sukumArI~sukumArI(NOUN,8);dcs:sukumAra~sukumAra(NOUN,7);dcs:sukumAraH~sukumAra(NOUN,4);dcs:sukumAram~sukumAra(NOUN,1)
sulaBa	1	dcs:sulaBA~sulaBA(NOUN,12)
sulalita	1	vidyut:sulalitam~sulalitam(ind,1)
sulocana	1	vidyut:sulocana~sulocanA(noun,3)
sulohita	1	vidyut:sulohita~sulohitA(noun,3)
sumaDyamA	1	vidyut:sumaDyama~sumaDyama(noun,2)
sumahat	1	vidyut:sumahat~sumahat(ind,1)
